PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Kralovicova, Jana; Knut, Marcin; Cross, Nicholas C. P.; Vorechovsky, Igor								Identification of U2AF(35)-dependent exons by RNA-Seq reveals a link between 3 ' splice-site organization and activity of U2AF-related proteins								NUCLEIC ACIDS RESEARCH				43	7			3747	3763		10.1093/nar/gkv194			APR 20 2015	2015										18							WOS:000354722500035		
J	Ramos, Alexander D.; Andersen, Rebecca E.; Liu, Siyuan John; Nowakowski, Tomasz Jan; Hong, Sung Jun; Gertz, Caitlyn C.; Salinas, Ryan D.; Zarabi, Hosniya; Kriegstein, Arnold R.; Lim, Daniel A.								The Long Noncoding RNA Pnky Regulates Neuronal Differentiation of Embryonic and Postnatal Neural Stem Cells								CELL STEM CELL				16	4			439	447		10.1016/j.stem.2015.02.007			APR 2 2015	2015										126							WOS:000352228600015		
J	van Roosmalen, Wies; Le Devedec, Sylvia E.; Golani, Ofra; Smid, Marcel; Pulyakhina, Irina; Timmermans, Annemieke M.; Look, Maxime P.; Zi, Di; Pont, Chantal; de Graauw, Marjo; Naffar-Abu-Amara, Suha; Kirsanova, Catherine; Rustici, Gabriella; 't Hoen, Peter A. C.; Martens, John W. M.; Foekens, John A.; Geiger, Benjamin; van de Water, Bob								Tumor cell migration screen identifies SRPK1 as breast cancer metastasis determinant								JOURNAL OF CLINICAL INVESTIGATION				125	4			1648	1664		10.1172/JCI74440			APR 2015	2015										50							WOS:000352248600028		
J	Hernando, Carlos E.; Sanchez, Sabrina E.; Mancini, Estefania; Yanovsky, Marcelo J.								Genome wide comparative analysis of the effects of PRMT5 and PRMT4/CARM1 arginine methyltransferases on the Arabidopsis thaliana transcriptome								BMC GENOMICS				16						192	10.1186/s12864-015-1399-2			MAR 17 2015	2015										17							WOS:000351895000001		
J	Buchner, David A.; Charrier, Alyssa; Srinivasan, Ethan; Wang, Li; Paulsen, Michelle T.; Ljungman, Mats; Bridges, Dave; Saltiel, Alan R.								Zinc Finger Protein 407 (ZFP407) Regulates Insulin-stimulated Glucose Uptake and Glucose Transporter 4 (Glut4) mRNA								JOURNAL OF BIOLOGICAL CHEMISTRY				290	10			6376	6386		10.1074/jbc.M114.623736			MAR 6 2015	2015										16							WOS:000350732500042		
J	Zhu, Dongxiao; Deng, Nan; Bai, Changxin								A Generalized dSpliceType Framework to Detect Differential Splicing and Differential Expression Events Using RNA-Seq								IEEE TRANSACTIONS ON NANOBIOSCIENCE				14	2			192	202		10.1109/TNB.2015.2388593			MAR 2015	2015										2							WOS:000352740200006		
J	Maguire, Sarah L.; Leonidou, Andri; Wai, Patty; Marchio, Caterina; Ng, Charlotte K. Y.; Sapino, Anna; Salomon, Anne-Vincent; Reis-Filho, Jorge S.; Weigelt, Britta; Natrajan, Rachael C.								SF3B1 mutations constitute a novel therapeutic target in breast cancer								JOURNAL OF PATHOLOGY				235	4			571	580		10.1002/path.4483			MAR 2015	2015										66							WOS:000349677700005		
J	Veneman, Wouter J.; de Sonneville, Jan; van der Kolk, Kees-Jan; Ordas, Anita; Al-Ars, Zaid; Meijer, Annemarie H.; Spaink, Herman P.								Analysis of RNAseq datasets from a comparative infectious disease zebrafish model using GeneTiles bioinformatics								IMMUNOGENETICS				67	3			135	147		10.1007/s00251-014-0820-3			MAR 2015	2015										8							WOS:000349370100001		
J	Finotello, Francesca; Di Camillo, Barbara								Measuring differential gene expression with RNA-seq: challenges and strategies for data analysis								BRIEFINGS IN FUNCTIONAL GENOMICS				14	2			130	142		10.1093/bfgp/elu035			MAR 2015	2015										59							WOS:000355693300004		
J	Oh, Sunghee								How are Bayesian and Non-Parametric Methods Doing a Great Job in RNA-Seq Differential Expression Analysis? : A Review								COMMUNICATIONS FOR STATISTICAL APPLICATIONS AND METHODS				22	2			181	199		10.5351/CSAM.2015.22.2.181			MAR 2015	2015										1							WOS:000409437000007		
J	Stegle, Oliver; Teichmann, Sarah A.; Marioni, John C.								Computational and analytical challenges in single-cell transcriptomics								NATURE REVIEWS GENETICS				16	3			133	145		10.1038/nrg3833			MAR 2015	2015										354							WOS:000349893500008		
J	DeBoever, Christopher; Ghia, Emanuela M.; Shepard, Peter J.; Rassenti, Laura; Barrett, Christian L.; Jepsen, Kristen; Jamieson, Catriona H. M.; Carson, Dennis; Kipps, Thomas J.; Frazer, Kelly A.								Transcriptome Sequencing Reveals Potential Mechanism of Cryptic 3 ' Splice Site Selection in SF3B1-mutated Cancers								PLOS COMPUTATIONAL BIOLOGY				11	3					UNSP e1004105	10.1371/journal.pcbi.1004105			MAR 2015	2015										85							WOS:000352195700019		
J	Moulos, Panagiotis; Hatzis, Pantelis								Systematic integration of RNA-Seq statistical algorithms for accurate detection of differential gene expression patterns								NUCLEIC ACIDS RESEARCH				43	4					e25	10.1093/nar/gku1273			FEB 27 2015	2015										22							WOS:000351876500004		
J	Liu, Nian; Dai, Qing; Zheng, Guanqun; He, Chuan; Parisien, Marc; Pan, Tao								N-6-methyladenosine-dependent RNA structural switches regulate RNA-protein interactions								NATURE				518	7540			560	564		10.1038/nature14234			FEB 26 2015	2015										402							WOS:000350097300052		
J	He, Bin; Zhao, Shirong; Chen, Yuehong; Cao, Qinghua; Wei, Changhe; Cheng, Xiaojie; Zhang, Yizheng								Optimal assembly strategies of transcriptome related to ploidies of eukaryotic organisms								BMC GENOMICS				16						65	10.1186/s12864-014-1192-7			FEB 8 2015	2015										14							WOS:000350380500001		
J	Dichmann, Darwin S.; Walentek, Peter; Harland, Richard M.								The Alternative Splicing Regulator Tra2b Is Required for Somitogenesis and Regulates Splicing of an Inhibitory Wnt11b Isoform								CELL REPORTS				10	4			527	536		10.1016/j.celrep.2014.12.046			FEB 3 2015	2015										11							WOS:000349404100008		
J	Spletter, Maria L.; Barz, Christiane; Yeroslaviz, Assa; Schoenbauer, Cornelia; Ferreira, Irene R. S.; Sarov, Mihail; Gerlach, Daniel; Stark, Alexander; Habermann, Bianca H.; Schnorrer, Frank								The RNA-binding protein Arrest (Bruno) regulates alternative splicing to enable myofibril maturation in Drosophila flight muscle								EMBO REPORTS				16	2			178	191		10.15252/embr.201439791			FEB 2015	2015										16							WOS:000350695600009		
J	Huber, Wolfgang; Carey, Vincent J.; Gentleman, Robert; Anders, Simon; Carlson, Marc; Carvalho, Benilton S.; Bravo, Hector Corrada; Davis, Sean; Gatto, Laurent; Girke, Thomas; Gottardo, Raphael; Hahne, Florian; Hansen, Kasper D.; Irizarry, Rafael A.; Lawrence, Michael; Love, Michael I.; MacDonald, James; Obenchain, Valerie; Oles, Andrzej K.; Pages, Herve; Reyes, Alejandro; Shannon, Paul; Smyth, Gordon K.; Tenenbaum, Dan; Waldron, Levi; Morgan, Martin								Orchestrating high-throughput genomic analysis with Bioconductor								NATURE METHODS				12	2			115	121		10.1038/NMETH.3252			FEB 2015	2015										867							WOS:000348862500011		
J	O'Connor, Brian P.; Danhorn, Thomas; De Arras, Lesly; Flatley, Brenna R.; Marcus, Roland A.; Farias-Hesson, Eveline; Leach, Sonia M.; Alper, Scott								Regulation of Toll-like Receptor Signaling by the SF3a mRNA Splicing Complex								PLOS GENETICS				11	2					e1004932	10.1371/journal.pgen.1004932			FEB 2015	2015										14							WOS:000352081800014		
J	Frankl-Vilches, Carolina; Kuhl, Heiner; Werber, Martin; Klages, Sven; Kerick, Martin; Bakker, Antje; de Oliveira, Edivaldo H. C.; Reusch, Christina; Capuano, Floriana; Vowinckel, Jakob; Leitner, Stefan; Ralser, Markus; Timmermann, Bernd; Gahr, Manfred								Using the canary genome to decipher the evolution of hormone-sensitive gene regulation in seasonal singing birds								GENOME BIOLOGY				16						19	10.1186/s13059-014-0578-9			JAN 29 2015	2015										27							WOS:000351817300003		
J	Quinn, Emma M.; McManus, Ross								Quality Control and Analysis of NGS RNA Sequencing Data								Methods in Molecular Biology				1326				217	232		10.1007/978-1-4939-2839-2_18			2015	2015										0							WOS:000368336900019		
J	Matkovich, Scot J.; Dorn, Gerald W., II								Deep Sequencing of Cardiac MicroRNA-mRNA Interactomes in Clinical and Experimental Cardiomyopathy								Methods in Molecular Biology				1299				27	49		10.1007/978-1-4939-2572-8_3			2015	2015										9							WOS:000364650100004		
J	Calogero, Raffaele A.; Zolezzi, Francesca								Quantifying Entire Transcriptomes by Aligned RNA-Seq Data								Methods in Molecular Biology				1269				163	172		10.1007/978-1-4939-2291-8_10			2015	2015										1							WOS:000357692900011		
J	Zambelli, Federico; Pavesi, Giulio								RIP-Seq Data Analysis to Determine RNA-Protein Associations								Methods in Molecular Biology				1269				293	303		10.1007/978-1-4939-2291-8_18			2015	2015										10							WOS:000357692900019		
J	Kim, Woo Jin; Lim, Jae Hyun; Lee, Jae Seung; Lee, Sang-Do; Kim, Ju Han; Oh, Yeon-Mok								Comprehensive Analysis of Transcriptome Sequencing Data in the Lung Tissues of COPD Subjects								INTERNATIONAL JOURNAL OF GENOMICS										206937	10.1155/2015/206937			2015	2015										27							WOS:000350363000001		
J	Humphries, Crystal E.; Kohli, Martin A.; Nathanson, Lubov; Whitehead, Patrice; Beecham, Gary; Martin, Eden; Mash, Deborah C.; Pericak-Vance, Margaret A.; Gilbert, John								Integrated Whole Transcriptome and DNA Methylation Analysis Identifies Gene Networks Specific to Late-Onset Alzheimer's Disease								JOURNAL OF ALZHEIMERS DISEASE				44	3			977	987		10.3233/JAD-141989			2015	2015										23							WOS:000349616000025		
J	Laiho, Asta; Elo, Laura L.								A Note on an Exon-Based Strategy to Identify Differentially Expressed Genes in RNA-Seq Experiments								PLOS ONE				9	12					e115964	10.1371/journal.pone.0115964			DEC 26 2014	2014										5							WOS:000347239900119		
J	Shen, Shihao; Park, Juw Won; Lu, Zhi-xiang; Lin, Lan; Henry, Michael D.; Wu, Ying Nian; Zhou, Qing; Xing, Yi								rMATS: Robust and flexible detection of differential alternative splicing from replicate RNA-Seq data								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				111	51			E5593	E5601		10.1073/pnas.1419161111			DEC 23 2014	2014										310							WOS:000346767200016		
J	Liu, Ruolin; Loraine, Ann E.; Dickerson, Julie A.								Comparisons of computational methods for differential alternative splicing detection using RNA-seq in plant systems								BMC BIOINFORMATICS				15						364	10.1186/s12859-014-0364-4			DEC 16 2014	2014										42							WOS:000346614500001		
J	Fang, Xiefan; Mei, Wenbin; Barbazuk, William B.; Rivkees, Scott A.; Wendler, Christopher C.								Caffeine exposure alters cardiac gene expression in embryonic cardiomyocytes								AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY				307	12			R1471	R1487		10.1152/ajpregu.00307.2014			DEC 15 2014	2014										10							WOS:000346478900010		
J	Hussein, Samer M. I.; Puri, Mira C.; Tonge, Peter D.; Benevento, Marco; Corso, Andrew J.; Clancy, Jennifer L.; Mosbergen, Rowland; Li, Mira; Lee, Dong-Sung; Cloonan, Nicole; Wood, David L. A.; Munoz, Javier; Middleton, Robert; Korn, Othmar; Patel, Hardip R.; White, Carl A.; Shin, Jong-Yeon; Gauthier, Maely E.; Le Cao, Kim-Anh; Kim, Jong-Il; Mar, Jessica C.; Shakiba, Nika; Ritchie, William; Rasko, John E. J.; Grimmond, Sean M.; Zandstra, Peter W.; Wells, Christine A.; Preiss, Thomas; Seo, Jeong-Sun; Heck, Albert J. R.; Rogers, Ian M.; Nagy, Andras								Genome-wide characterization of the routes to pluripotency								NATURE				516	7530			198	+		10.1038/nature14046			DEC 11 2014	2014										111							WOS:000346383500035		
J	Robinson, David G.; Storey, John D.								subSeq: Determining Appropriate Sequencing Depth Through Efficient Read Subsampling								BIOINFORMATICS				30	23			3424	3426		10.1093/bioinformatics/btu552			DEC 1 2014	2014										15							WOS:000345827400027		
J	Zhao, Xu; Yang, Ying; Sun, Bao-Fa; Shi, Yue; Yang, Xin; Xiao, Wen; Hao, Ya-Juan; Ping, Xiao-Li; Chen, Yu-Sheng; Wang, Wen-Jia; Jin, Kang-Xuan; Wang, Xing; Huang, Chun-Min; Fu, Yu; Ge, Xiao-Meng; Song, Shu-Hui; Jeong, Hyun Seok; Yanagisawa, Hiroyuki; Niu, Yamei; Jia, Gui-Fang; Wu, Wei; Tong, Wei-Min; Okamoto, Akimitsu; He, Chuan; Danielsen, Jannie M. Rendtlew; Wang, Xiu-Jie; Yang, Yun-Gui								FTO-dependent demethylation of N6-methyladenosine regulates mRNA splicing and is required for adipogenesis								CELL RESEARCH				24	12			1403	1419		10.1038/cr.2014.151			DEC 2014	2014										259							WOS:000345894800006		
J	Gupta, Simone; Ellis, Shannon E.; Ashar, Foram N.; Moes, Anna; Bader, Joel S.; Zhan, Jianan; West, Andrew B.; Arking, Dan E.								Transcriptome analysis reveals dysregulation of innate immune response genes and neuronal activity-dependent genes in autism								NATURE COMMUNICATIONS				5						5748	10.1038/ncomms6748			DEC 2014	2014										185							WOS:000347611500007		
J	Riddell, Carolyn E.; Garces, Juan D. Lobaton; Adams, Sally; Barribeau, Seth M.; Twell, David; Mallon, Eamonn B.								Differential gene expression and alternative splicing in insect immune specificity								BMC GENOMICS				15						1031	10.1186/1471-2164-15-1031			NOV 27 2014	2014										17							WOS:000346104500002		
J	Joo, Jeong Hoon; Ryu, Danny; Peng, Qian; Sugrue, Stephen P.								Role of Pnn in alternative splicing of a specific subset of lncRNAs of the corneal epithelium								MOLECULAR VISION				20				1629	1642					NOV 16 2014	2014										11							WOS:000352993200001		
J	Stilling, Roman M.; Benito, Eva; Gertig, Michael; Barth, Jonas; Capece, Vincenzo; Burkhardt, Susanne; Bonn, Stefan; Fischer, Andre								De-regulation of gene expression and alternative splicing affects distinct cellular pathways in the aging hippocampus								FRONTIERS IN CELLULAR NEUROSCIENCE				8						373	10.3389/fncel.2014.00373			NOV 13 2014	2014										38							WOS:000345840200001		
J	Klimmeck, Daniel; Cabezas-Wallscheid, Nina; Reyes, Alejandro; von Paleske, Lisa; Renders, Simon; Hansson, Jenny; Krijgsveld, Jeroen; Huber, Wolfgang; Trumpp, Andreas								Transcriptome-wide Profiling and Posttranscriptional Analysis of Hematopoietic Stem/Progenitor Cell Differentiation toward Myeloid Commitment								STEM CELL REPORTS				3	5			858	875		10.1016/j.stemcr.2014.08.012			NOV 11 2014	2014										14							WOS:000345118600015		
J	Gruber, Andreas R.; Martin, Georges; Mueller, Philipp; Schmidt, Alexander; Gruber, Andreas J.; Gumienny, Rafal; Mittal, Nitish; Jayachandran, Rajesh; Pieters, Jean; Keller, Walter; van Nimwegen, Erik; Zavolan, Mihaela								Global 3 ' UTR shortening has a limited effect on protein abundance in proliferating T cells								NATURE COMMUNICATIONS				5						5465	10.1038/ncomms6465			NOV 2014	2014										55							WOS:000345647100001		
J	Dallaire, Alexandra; Proulx, Sophie; Simard, Martin J.; Lebel, Michel								Expression profile of Caenorhabditis elegans mutant for the Werner syndrome gene ortholog reveals the impact of vitamin C on development to increase life span								BMC GENOMICS				15						940	10.1186/1471-2164-15-940			OCT 27 2014	2014										9							WOS:000345249600001		
J	Cabezas-Wallscheid, Nina; Klimmeck, Daniel; Hansson, Jenny; Lipka, Daniel B.; Reyes, Alejandro; Wang, Qi; Weichenhan, Dieter; Lier, Amelie; von Paleske, Lisa; Renders, Simon; Wuensche, Peer; Zeisberger, Petra; Brocks, David; Gu, Lei; Herrmann, Carl; Haas, Simon; Essers, Marieke A. G.; Brors, Benedikt; Eils, Roland; Huber, Wolfgang; Milsom, Michael D.; Plass, Christoph; Krijgsveld, Jeroen; Trumpp, Andreas								Identification of Regulatory Networks in HSCs and Their Immediate Progeny via Integrated Proteome, Transcriptome, and DNA Methylome Analysis								CELL STEM CELL				15	4			507	522		10.1016/j.stem.2014.07.005			OCT 2 2014	2014										195							WOS:000343235800016		
J	Sorokin, Elena P.; Gasch, Audrey P.; Kimble, Judith								Competence for Chemical Reprogramming of Sexual Fate Correlates with an Intersexual Molecular Signature in Caenorhabditis elegans								GENETICS				198	2			561	U159		10.1534/genetics.114.169409			OCT 2014	2014										1							WOS:000343885300020		
J	Scelo, Ghislaine; Riazalhosseini, Yasser; Greger, Liliana; Letourneau, Louis; Gonzalez-Porta, Mar; Wozniak, Magdalena B.; Bourgey, Mathieu; Harnden, Patricia; Egevad, Lars; Jackson, Sharon M.; Karimzadeh, Mehran; Arseneault, Madeleine; Lepage, Pierre; How-Kit, Alexandre; Daunay, Antoine; Renault, Victor; Blanche, Helene; Tubacher, Emmanuel; Sehmoun, Jeremy; Viksna, Juris; Celms, Edgars; Opmanis, Martins; Zarins, Andris; Vasudev, Naveen S.; Seywright, Morag; Abedi-Ardekani, Behnoush; Carreira, Christine; Selby, Peter J.; Cartledge, Jon J.; Byrnes, Graham; Zavadil, Jiri; Su, Jing; Holcatova, Ivana; Brisuda, Antonin; Zaridze, David; Moukeria, Anush; Foretova, Lenka; Navratilova, Marie; Mates, Dana; Jinga, Viorel; Artemov, Artem; Nedoluzhko, Artem; Mazur, Alexander; Rastorguev, Sergey; Boulygina, Eugenia; Heath, Simon; Gut, Marta; Bihoreau, Marie-Therese; Lechner, Doris; Foglio, Mario; Gut, Ivo G.; Skryabin, Konstantin; Prokhortchouk, Egor; Cambon-Thomsen, Anne; Rung, Johan; Bourque, Guillaume; Brennan, Paul; Tost, Joerg; Banks, Rosamonde E.; Brazma, Alvis; Lathrop, G. Mark								Variation in genomic landscape of clear cell renal cell carcinoma across Europe								NATURE COMMUNICATIONS				5						5135	10.1038/ncomms6135			OCT 2014	2014										76							WOS:000343980300009		
J	Fadista, Joao; Vikman, Petter; Laakso, Emilia Ottosson; Mollet, Ines Guerra; Esguerra, Jonathan Lou; Taneera, Jalal; Storm, Petter; Osmark, Peter; Ladenvall, Claes; Prasad, Rashmi B.; Hansson, Karin B.; Finotello, Francesca; Uvebrant, Kristina; Ofori, Jones K.; Di Camillo, Barbara; Krus, Ulrika; Cilio, Corrado M.; Hansson, Ola; Eliasson, Lena; Rosengren, Anders H.; Renstrom, Erik; Wollheim, Claes B.; Groop, Leif								Global genomic and transcriptomic analysis of human pancreatic islets reveals novel genes influencing glucose metabolism								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				111	38			13924	13929		10.1073/pnas.1402665111			SEP 23 2014	2014										169							WOS:000341988200060		
J	Wolfe, Andrew L.; Singh, Kamini; Zhong, Yi; Drewe, Philipp; Rajasekhar, Vinagolu K.; Sanghvi, Viraj R.; Mavrakis, Konstantinos J.; Jiang, Man; Roderick, Justine E.; Van der Meulen, Joni; Schatz, Jonathan H.; Rodrigo, Christina M.; Zhao, Chunying; Rondou, Pieter; de Stanchina, Elisa; Teruya-Feldstein, Julie; Kelliher, Michelle A.; Speleman, Frank; Porco, John A., Jr.; Pelletier, Jerry; Raetsch, Gunnar; Wendel, Hans-Guido								RNA G-quadruplexes cause eIF4A-dependent oncogene translation in cancer								NATURE				513	7516			65	+		10.1038/nature13485			SEP 4 2014	2014										228							WOS:000341174800030		
J	Gallant, Jason R.; Imhoff, Vance E.; Martin, Arnaud; Savage, Wesley K.; Chamberlain, Nicola L.; Pote, Ben L.; Peterson, Chelsea; Smith, Gabriella E.; Evans, Benjamin; Reed, Robert D.; Kronforst, Marcus R.; Mullen, Sean P.								Ancient homology underlies adaptive mimetic diversity across butterflies								NATURE COMMUNICATIONS				5						4817	10.1038/ncomms5817			SEP 2014	2014										38							WOS:000342982600002		
J	Giannuzzi, Giuliana; Migliavacca, Eugenia; Reymond, Alexandre								Novel H3K4me3 marks are enriched at human-and chimpanzee-specific cytogenetic structures								GENOME RESEARCH				24	9			1455	1468		10.1101/gr.167742.113			SEP 2014	2014										3							WOS:000341281200005		
J	Ortiz, Marco A.; Noble, Daniel; Sorokin, Elena P.; Kimble, Judith								A New Dataset of Spermatogenic vs. Oogenic Transcriptomes in the Nematode Caenorhabditis elegans								G3-GENES GENOMES GENETICS				4	9			1765	1772		10.1534/g3.114.012351			SEP 1 2014	2014										55							WOS:000342570600022		
J	Guertin, Michael J.; Zhang, Xuesen; Coonrod, Scott A.; Hager, Gordon L.								Transient Estrogen Receptor Binding and p300 Redistribution Support a Squelching Mechanism for Estradiol-Repressed Genes								MOLECULAR ENDOCRINOLOGY				28	9			1522	1533		10.1210/me.2014-1130			SEP 2014	2014										30							WOS:000342345900010		
J	Best, Andrew; James, Katherine; Dalgliesh, Caroline; Hong, Elaine; Kheirolahi-Kouhestani, Mahsa; Curk, Tomaz; Xu, Yaobo; Danilenko, Marina; Hussain, Rafiq; Keavney, Bernard; Wipat, Anil; Klinck, Roscoe; Cowell, Ian G.; Lee, Ka Cheong; Austin, Caroline A.; Venables, Julian P.; Chabot, Benoit; Koref, Mauro Santibanez; Tyson-Capper, Alison; Elliott, David J.								Human Tra2 proteins jointly control a CHEK1 splicing switch among alternative and constitutive target exons								NATURE COMMUNICATIONS				5						4760	10.1038/ncomms5760			SEP 2014	2014										24							WOS:000342927600001		
J	Malone, Colin D.; Mestdagh, Claire; Akhtar, Junaid; Kreim, Nastasja; Deinhard, Pia; Sachidanandam, Ravi; Treisman, Jessica; Roignant, Jean-Yves								The exon junction complex controls transposable element activity by ensuring faithful splicing of the piwi transcript								GENES & DEVELOPMENT				28	16			1786	1799		10.1101/gad.245829.114			AUG 15 2014	2014										33							WOS:000341071100006		
J	Zhang, Zong Hong; Jhaveri, Dhanisha J.; Marshall, Vikki M.; Bauer, Denis C.; Edson, Janette; Narayanan, Ramesh K.; Robinson, Gregory J.; Lundberg, Andreas E.; Bartlett, Perry F.; Wray, Naomi R.; Zhao, Qiong-Yi								A Comparative Study of Techniques for Differential Expression Analysis on RNA-Seq Data								PLOS ONE				9	8					e103207	10.1371/journal.pone.0103207			AUG 13 2014	2014										96							WOS:000340900600019		
J	Wang, Wei; Wei, Zhi; Li, Hongzhe								A change-point model for identifying 3 ' UTR switching by next-generation RNA sequencing								BIOINFORMATICS				30	15			2162	2170		10.1093/bioinformatics/btu189			AUG 1 2014	2014										18							WOS:000340049100011		
J	Malouf, Gabriel G.; Su, Xiaoping; Yao, Hui; Gao, Jianjun; Xiong, Liangwen; He, Qiuming; Comperat, Eva; Couturier, Jerome; Molinie, Vincent; Escudier, Bernard; Camparo, Philippe; Doss, Denaha J.; Thompson, Erika J.; Khayat, David; Wood, Christopher G.; Yu, Willie; Teh, Bin T.; Weinstein, John; Tannir, Nizar M.								Next-Generation Sequencing of Translocation Renal Cell Carcinoma Reveals Novel RNA Splicing Partners and Frequent Mutations of Chromatin-Remodeling Genes								CLINICAL CANCER RESEARCH				20	15			4129	4140		10.1158/1078-0432.CCR-13-3036			AUG 1 2014	2014										56							WOS:000340179500023		
J	Maatz, Henrike; Jens, Marvin; Liss, Martin; Schafer, Sebastian; Heinig, Matthias; Kirchner, Marieluise; Adami, Eleonora; Rintisch, Carola; Dauksaite, Vita; Radke, Michael H.; Selbach, Matthias; Barton, Paul J. R.; Cook, Stuart A.; Rajewsky, Nikolaus; Gotthardt, Michael; Landthaler, Markus; Hubner, Norbert								RNA-binding protein RBM20 represses splicing to orchestrate cardiac pre-rnRNA processing								JOURNAL OF CLINICAL INVESTIGATION				124	8			3419	3430		10.1172/JCI74523			AUG 2014	2014										75							WOS:000339984000017		
J	Hong, Seong-Eui; Song, Hong Ki; Kim, Do Han								Identification of tissue-enriched novel transcripts and novel exons in mice								BMC GENOMICS				15						592	10.1186/1471-2164-15-592			JUL 13 2014	2014										7							WOS:000339294500001		
J	van de Leemput, Joyce; Boles, Nathan C.; Kiehl, Thomas R.; Corneo, Barbara; Lederman, Patty; Menon, Vilas; Lee, Changkyu; Martinez, Refugio A.; Levi, Boaz P.; Thompson, Carol L.; Yao, Shuyuan; Kaykas, Ajamete; Temple, Sally; Fasano, Christopher A.								CORTECON: A Temporal Transcriptome Analysis of In Vitro Human Cerebral Cortex Development from Human Embryonic Stem Cells								NEURON				83	1			51	68		10.1016/j.neuron.2014.05.013			JUL 2 2014	2014										83							WOS:000340476800007		
J	Farazi, Thalia A.; Leonhardt, Carl S.; Mukherjee, Neelanjan; Mihailovic, Aleksandra; Li, Song; Max, Klaas E. A.; Meyer, Cindy; Yamaji, Masashi; Cekan, Pavol; Jacobs, Nicholas C.; Gerstberger, Stefanie; Bognanni, Claudia; Larsson, Erik; Ohler, Uwe; Tuschl, Thomas								Identification of the RNA recognition element of the RBPMS family of RNA-binding proteins and their transcriptome-wide mRNA targets								RNA				20	7			1090	1102		10.1261/rna.045005.114			JUL 2014	2014										17							WOS:000338271200014		
J	Frazee, Alyssa C.; Sabunciyan, Sarven; Hansen, Kasper D.; Irizarry, Rafael A.; Leek, Jeffrey T.								Differential expression analysis of RNA-seq data at single-base resolution								BIOSTATISTICS				15	3			413	426		10.1093/biostatistics/kxt053			JUL 2014	2014										23							WOS:000338110300001		
J	Tsui, Nancy B. Y.; Jiang, Peiyong; Wong, Yuen Fei; Leung, Tak Y.; Chan, K. C. Allen; Chiu, Rossa W. K.; Sun, Hao; Lo, Y. M. Dennis								Maternal Plasma RNA Sequencing for Genome-Wide Transcriptomic Profiling and Identification of Pregnancy-Associated Transcripts								CLINICAL CHEMISTRY				60	7			954	962		10.1373/clinchem.2014.221648			JUL 2014	2014										39							WOS:000344778700013		
J	Li, Bingshan; Tsoi, Lam C.; Swindell, William R.; Gudjonsson, Johann E.; Tejasvi, Trilokraj; Johnston, Andrew; Ding, Jun; Stuart, Philip E.; Xing, Xianying; Kochkodan, James J.; Voorhees, John J.; Kang, Hyun M.; Nair, Rajan P.; Abecasis, Goncalo R.; Elder, James T.								Transcriptome Analysis of Psoriasis in a Large Case-Control Sample: RNA-Seq Provides Insights into Disease Mechanisms								JOURNAL OF INVESTIGATIVE DERMATOLOGY				134	7			1828	1838		10.1038/jid.2014.28			JUL 2014	2014										138							WOS:000337333000011		
J	Teer, Jamie K.								An improved understanding of cancer genomics through massively parallel sequencing								TRANSLATIONAL CANCER RESEARCH				3	3			243	259		10.3978/j.issn.2218-676X.2014.05.05			JUN 2014	2014										7							WOS:000209643700008		
J	Ngoc-Hien Du; Arpat, Alaaddin Bulak; De Matos, Mara; Gatfield, David								MicroRNAs shape circadian hepatic gene expression on a transcriptome-wide scale								ELIFE				3						e02510	10.7554/eLife.02510			MAY 27 2014	2014										49							WOS:000336665100006		
J	Adler, Adam S.; McCleland, Mark L.; Yee, Sharon; Yaylaoglu, Murat; Hussain, Sofia; Cosino, Ely; Quinones, Gabriel; Modrusan, Zora; Seshagiri, Somasekar; Torres, Eric; Chopra, Vivek S.; Haley, Benjamin; Zhang, Zemin; Blackwood, Elizabeth M.; Singh, Mallika; Junttila, Melissa; Stephan, Jean-Philippe; Liu, Jinfeng; Pau, Gregoire; Fearon, Eric R.; Jiang, Zhaoshi; Firestein, Ron								An integrative analysis of colon cancer identifies an essential function for PRPF6 in tumor growth								GENES & DEVELOPMENT				28	10			1068	1084		10.1101/gad.237206.113			MAY 15 2014	2014										39							WOS:000336497800005		
